Transaction_id,Sender,Receiver,Amount,Currency,Country,Transaction Type,Description,Date,Transaction Flow,Is_Suspicious,Suspicion Category
12562135-87fd-466b-a1a7-83576c2536c6,Elite Services Inc,Delta International Pte Ltd,7515.45,GBP,United States,WIRE,"Change management - CM-2025-9744, Inv: CHANGE-2025109744",2023-02-10,Internal,False,Normal
7ede0afa-6213-4d8d-b58b-a01cf0cf0e8a,International Holdings Ltd,European Partners LLC,5930.22,JPY,Germany,WIRE,"Broadband tech support - BBT-2025-4547, Inv: TECH-2025084547",2023-11-07,Internal,False,Normal
95c02aba-c495-4584-9bff-684a28cbe2a3,Prime International Ltd,Eastern Trading Ltd,1894.29,JPY,Germany,WIRE,"Invest advisory => ADV-2025077201, INV-7201-2025",2023-06-14,Internal,False,Normal
550a66a6-7906-4985-8808-d76437e3e37f,Prime Services Limited,Alpha Global Pte Ltd,5235.35,GBP,Germany,WIRE,"Landscaping service - LAND-2025-8426, Inv: SERV-2025068426",2023-06-30,Internal,False,Normal
63eef8a0-62fe-467e-bade-19a43bb78168,Elite Services Inc,Royal Global GmbH,3706.4,EUR,United Kingdom,WIRE,"Employee engagement - EE-2025-4091, Inv: ENG-2025114091",2023-03-09,Internal,False,Normal
f0625a80-e60e-4671-b36c-90b0f23bd09c,Royal Logistics AG,First Continental International,3348.83,JPY,Germany,WIRE,"Restaurant table booking - RTB-2025-1016, Inv: BOOK-2025091016",2023-01-09,Internal,False,Normal
8d9c4718-f7a3-43c2-86ec-69e1d8965bd3,Crown Global Pte Ltd,Apex Energy GmbH,8364.81,JPY,United Kingdom,WIRE,"Distribution shipment - DistRef: DIST-2025-4285, Inv LOG-2025044285",2023-01-06,Internal,False,Normal
d985e736-9c40-42db-9f2a-36d0b4d22200,Elite Tech Inc,Pacific Investments GmbH,3291.8,JPY,Germany,WIRE,"Sterilization service - STER-2025-9939, Inv: STERL-2025069939",2023-11-24,Internal,False,Normal
1f7d01b5-501e-4880-ba04-921210964d66,Crown Maritime B.V.,Universal Energy AG,4309.4,EUR,United Kingdom,WIRE,"Hosting SLA fees - Host ID: SLA-2025-1988, Invoice: HOSTSLA-2025071988",2023-08-12,Internal,False,Normal
677a3352-edd1-401d-95a5-15b5b132f7c0,Apex Ventures Limited,Northern Capital Limited,8736.11,CHF,Germany,WIRE,"Roof repair service - RR-2025-7328, Inv: REPAIR-2025067328",2023-10-02,Internal,False,Normal
67d534f6-3453-4c0e-bb41-176e8569c7fc,Pacific International GmbH,First Northern Ventures,1620.79,CHF,United Kingdom,WIRE,"Supplier payment - SP-2025-4251, Inv PAY-2025034251",2023-02-14,Internal,False,Normal
0fa46d8b-35e8-4624-9be5-25564605f512,World Consulting LLC,Beta Tech B.V.,6733.08,GBP,United States,WIRE,"Event lighting rental - ELR-2025-3650, Inv: LGT-2025063650",2023-07-13,Internal,False,Normal
a8a91d35-c306-4ac4-8123-b6b0b0393bea,Omega Development B.V.,New Northern Global,7118.41,EUR,United Kingdom,WIRE,"Oil rig service - ORS-2025-1115, Inv: RIG-2025031115",2023-05-08,Internal,False,Normal
64468163-52a7-483a-97e8-176fe89e8514,Pacific International GmbH,Beta Energy S.A.,7892.85,EUR,United Kingdom,WIRE,"Tax charge - TC-2025-3440, Inv TAX-2025023440",2023-03-16,Internal,False,Normal
d9f4d53d-64f1-46f0-910d-794e959f51c0,Omega Development B.V.,First Atlantic Holdings,7522.51,JPY,Germany,WIRE,"Substation transformer procurement - SUB-2025-2934, BillRef TRANS-2025102934",2023-05-20,Internal,False,Normal
41ead820-1ddb-4116-9ef7-16189dbd2d16,Summit Capital B.V.,Continental Partners Pte Ltd,4482.22,CHF,United States,WIRE,"Surveying fee - SURF-2025-3301, Inv: FEE-2025013301",2023-01-07,Internal,False,Normal
5f568674-1abd-4163-8fa8-fbf123a7b6c2,Royal Logistics AG,Premier Northern Holdings,1468.67,CHF,Germany,WIRE,"Restaurant promo campaign - RPC-2025-8270, Inv: PROMO-2025128270",2023-05-05,Internal,False,Normal
bcc2691f-d9d5-4cc1-af21-49b9559101fe,Pacific International GmbH,Pacific Holdings Limited,5498.05,GBP,United States,WIRE,"Shipping fee - SF-2025-7114, Inv SHIP-2025077114",2023-10-17,Internal,False,Normal
20611f11-c71f-445a-a2b6-6ac4c84f40d4,Summit Logistics B.V.,New International Ventures,3986.65,GBP,Germany,WIRE,"Global expansion - GE-2025-3610, Inv: GLOBAL-2025113610",2023-10-16,Internal,False,Normal
31775bbc-4e30-4009-a5b0-10beadb10bb8,First European Trading,Atlantic Global Ltd,5871.39,USD,United Kingdom,WIRE,"Wealth management review - WMR-2025-7012, Inv: WEALTH-2025077012",2023-03-29,Internal,False,Normal
341c1041-8765-4121-bb4a-480aa580282f,Pacific International GmbH,Premier Atlantic Holdings,3438.64,GBP,United Kingdom,WIRE,"Cash sales summary - CSS-2025-8933, Inv CASH-2025058933",2023-08-29,Internal,False,Normal
0af1aa11-c2a8-4fc7-a339-44555420b120,Royal Capital AG,Northern Partners Corp,7515.94,CHF,Germany,WIRE,"Software renewal - SWR-2025-3536, Inv SOFT-2025063536",2023-11-09,Internal,False,Normal
494dfbe2-caf9-4bdc-be05-682ba33c8173,Pacific International GmbH,Beta Trading GmbH,9244.98,EUR,United States,WIRE,"Delivery charge - DC-2025-7131, Inv DELIV-2025027131",2023-11-17,Internal,False,Normal
e43571a7-fd7c-4a47-a96d-929931158b39,Global Tech Corp,New European Global,4567.31,EUR,Germany,WIRE,"Financial planning fee - FPL-2025-1042, Inv: PLAN-2025021042",2023-05-03,Internal,False,Normal
dafe236d-979b-415b-8bf6-972f79aea9d8,Prime International Ltd,Apex Holdings B.V.,9201.77,EUR,United States,WIRE,"Trading fees => PLT-2025103236, TRD-2025-3236",2023-08-10,Internal,False,Normal
65935ac7-347e-440f-8124-d6532869cda4,Crown Global Pte Ltd,First Asia Partners,1003.02,EUR,Germany,WIRE,"E-comm return fee - ERF-2025-4384, Inv ERET-2025084384",2023-06-04,Internal,False,Normal
df958017-8451-4521-add2-e3eea9846ede,World Trade S.A.,First Northern Ventures,4501.81,JPY,United Kingdom,WIRE,"VoIP line setup - VLS-2025-6780, Inv: SETUP-2025106780",2023-05-26,Internal,False,Normal
ef655804-6ce4-4439-90eb-4f28f744fa7a,Atlantic International Corp,Universal Development Ltd,3533.13,CHF,United States,WIRE,"Vehicle inspection - VI-2025-5818, Inv: INSP-2025075818",2023-04-02,Internal,False,Normal
ddb175d3-e1bc-42f0-9e37-b19ecf294869,Delta Logistics B.V.,Eastern Partners AG,2882.15,EUR,Germany,WIRE,"Event lighting rental - ELR-2025-9589, Inv: LGT-2025099589",2023-09-23,Internal,False,Normal
97c358b4-8c6a-43e9-a71c-e03e59282458,Universal Trade Ltd,Western Global S.A.,6061.62,CHF,United Kingdom,WIRE,"Cash sales summary - CSS-2025-5409, Inv CASH-2025015409",2023-06-15,Internal,False,Normal
d93115ba-19e4-4419-aa77-37d5647cd13b,International Trading GmbH,Delta Consulting Ltd,4765.72,USD,United Kingdom,WIRE,"UI/UX prototyping service - UX ID: PROTO-2025-7338, Invoice: DESIGNUI-2025087338",2023-09-13,Internal,False,Normal
e182bd5b-b427-4ccf-9677-e06acc30b3c6,European Holdings Ltd,Crown Services Limited,3313.54,GBP,United States,WIRE,"Operational risk check => OPS-2025025438, RSK-2025-5438",2023-04-06,Internal,False,Normal
88629e2c-c77b-4f0a-a6e4-daf31bef2f92,Omega Finance B.V.,Alpha Investments Pte Ltd,9551.63,GBP,Germany,WIRE,"Land grading service - LG-2025-3700, Inv: SERV-2025013700",2023-06-01,Internal,False,Normal
84dd47f0-0e60-416b-89fd-e9bcf1f56499,Prime Services Limited,Global Maritime AG,6714.35,JPY,United Kingdom,WIRE,"HVAC system setup - HVAC-2025-2712, Inv: SETUP-2025112712",2023-12-22,Internal,False,Normal
869d578d-d671-4123-83c4-791d73a17965,First European Trading,First Pacific Group,7691.96,JPY,Germany,WIRE,"Securities brokerage - BRKG-2025-9535, Inv: BRK-2025049535",2023-06-27,Internal,False,Normal
d13dc3e5-472e-41bf-9aee-92fa485d3981,Apex Trade GmbH,Alpha Holdings LLC,1490.28,USD,Germany,WIRE,"Server colocation fees - DC ID: COLO-2025-8054, Invoice: DATACENTER-2025058054",2023-04-14,Internal,False,Normal
50e4e145-4430-4183-9f7b-cc42f918f0ab,First Atlantic International,Global Energy Limited,2846.06,JPY,United Kingdom,WIRE,"Investment risk audit - IRA-2025-4888, Inv: RISAUD-2025064888",2023-10-08,Internal,False,Normal
29b81726-ff1d-48ab-b55c-f2b5598ec862,Northern Solutions Ltd,World Maritime Ltd,9056.9,USD,Germany,WIRE,"Venue decoration items - DEC-2025-3694, invoice PART-2025073694",2023-10-31,Internal,False,Normal
4fc82f30-da3f-4851-970c-1f552dd43e28,International Trading GmbH,Universal Trade LLC,1244.99,CHF,United Kingdom,WIRE,"DevOps pipeline setup - CI/CD Ref: DVP-2025-9607, Invoice: PIPE-2025029607",2023-03-23,Internal,False,Normal
f71d1110-509b-4afc-8187-064c3bf92482,Premier Pacific International,Asia Trading LLC,1717.94,EUR,United States,WIRE,"Site survey service - SURV-2025-6208, Inv: SERV-2025086208",2023-11-13,Internal,False,Normal
2d6734be-510b-4f6c-a044-f63cf9e321dc,Omega Trade Corp,World Maritime GmbH,5877.97,EUR,Germany,WIRE,"Syndicated loan fee - SLOAN-2025-5539, Inv: SYND-2025055539",2023-06-27,Internal,False,Normal
48eb93cc-b7b5-4fbd-93c8-89d7454dc521,International Holdings Ltd,Premier Eastern Trading,5585.58,GBP,United States,WIRE,"Data routing fee - DRF-2025-8110, Inv: ROUTE-2025118110",2023-06-25,Internal,False,Normal
69f5bf86-f68e-4b0a-81df-2ee9e3f7a1a2,Continental Solutions LLC,Elite Capital AG,4542.55,JPY,Germany,WIRE,"Pipeline safety check - PSC-2025-4006, Inv: SAFE-2025014006",2023-12-20,Internal,False,Normal
5f06baba-9133-42b7-b331-88df2498675e,Prime Services Limited,New International Global,4188.01,JPY,United States,WIRE,"Steel fabrication - SFAB-2025-9358, Inv: FAB-2025029358",2023-02-18,Internal,False,Normal
37da3eec-5eec-4020-8223-e3fb643f6c8d,Apex Trade GmbH,Universal Energy GmbH,1899.3,CHF,Germany,WIRE,"UI/UX prototyping service - UX ID: PROTO-2025-8534, Invoice: DESIGNUI-2025018534",2023-08-17,Internal,False,Normal
c8ee46c4-732e-48dc-8e7d-3c5f97550de9,First European Trading,Omega Maritime Corp,8345.45,CHF,United Kingdom,WIRE,"Equity trading fee - Trade: EQT-2025-5756, Inv: TRD-2025025756",2023-05-29,Internal,False,Normal
ce1e8255-8555-46de-84aa-5afc80df9849,Global Logistics S.A.,Prime Tech AG,7068.1,EUR,United States,WIRE,"Grid check - GC-2025-8654, Inv: CHECK-2025048654",2023-03-19,Internal,False,Normal
f006fd72-3e47-4f2e-9b2e-527e9cf61d2f,Apex Ventures Limited,Delta Energy LLC,1378.6,USD,United Kingdom,WIRE,"Drainage system install - DRAIN-2025-3451, Inv: INST-2025083451",2023-05-31,Internal,False,Normal
0641f37f-790b-4800-80d8-b22fe613367d,New Atlantic Capital,Royal Group AG,6221.78,EUR,United Kingdom,WIRE,"Logistics software fee - LSF-2025-2132, Inv: SOFT-2025062132",2023-08-27,Internal,False,Normal
30eec9c6-7751-4e14-8d59-56e15699bb09,Northern Solutions Ltd,Premier Atlantic Ventures,3965.16,USD,Germany,WIRE,"Nightclub performance fee - NPF-2025-4240, Inv: PERF-2025054240",2023-01-30,Internal,False,Normal
3b741589-3930-46eb-8587-da075b3dadfe,Apex Ventures Limited,Royal Energy AG,3886.91,GBP,United States,WIRE,"Bitumen paving order - BIT-2025-7712, Inv: PAVE-2025017712",2023-08-07,Internal,False,Normal
36356664-abbe-4d15-9fc7-ddf97a694de1,Elite Services Inc,Summit Maritime Inc,7072.08,EUR,United States,WIRE,"Process automation - PA-2025-4983, Inv: AUTO-2025074983",2023-04-28,Internal,False,Normal
9c870c86-fc61-442f-ae1d-68196ef377cd,Royal Capital AG,Royal Investments Pte Ltd,8616.95,EUR,United States,WIRE,"E-comm order fee - EOF-2025-6839, Inv ECOM-2025106839",2023-12-12,Internal,False,Normal
475e3433-8073-4c4f-b97c-35ffd48afa55,Omega Development B.V.,Delta Group Corp,5177.19,USD,Germany,WIRE,"Meter install - SMI-2025-7199, Inv: METER-2025107199",2023-12-29,Internal,False,Normal
325a8c71-dc8f-4786-8a98-4accae9f539e,First Atlantic International,Prime Logistics Corp,5348.92,JPY,United Kingdom,WIRE,"Trading fees => PLT-2025048780, TRD-2025-8780",2023-09-08,Internal,False,Normal
ee3bf88f-8169-413c-b129-f303158b2ffd,New Western Solutions,Elite Maritime S.A.,2544.89,GBP,United Kingdom,WIRE,"Pipeline repair - PR-2025-7564, Inv: REPAIR-2025057564",2023-11-04,Internal,False,Normal
5ef6d947-8d27-4a26-9bc3-80445b094a14,Delta Logistics B.V.,Elite Logistics AG,5578.12,USD,Germany,WIRE,"Restaurant takeaway order fee - RTO-2025-3611, Inv: TAKE-2025103611",2023-11-04,Internal,False,Normal
bf0bf384-d139-4995-8314-c02167eaf24f,First European Trading,Crown Partners Pte Ltd,3137.17,JPY,United Kingdom,WIRE,"Asset allocation review - AAR-2025-3446, Inv: ALLOC-2025023446",2023-07-03,Internal,False,Normal
295d9713-8e2b-4370-9a12-0f597e165f15,Omega Development B.V.,Delta Solutions Inc,1658.4,EUR,United States,WIRE,"Biomass audit - BA-2025-2165, Inv: AUD-2025122165",2023-01-15,Internal,False,Normal
3f692643-4cd9-45eb-86da-3d260badb4d7,Crown Energy Inc,Beta Capital Limited,7501.29,GBP,United States,WIRE,"Market data subscription - MDS-2025-5583, Inv: DATA-2025115583",2023-09-27,Internal,False,Normal
51903c54-d3af-47df-8304-e591a01d1f9a,Omega Development B.V.,Western Holdings Pte Ltd,1886.66,USD,United States,WIRE,"Solar panel installation - SOL-2025-7861, docNo SUN-2025017861",2023-02-05,Internal,False,Normal
a57d8fac-6db5-42b5-827d-83adbdb96da0,Prime Services Limited,Global Consulting Ltd,8469.54,EUR,United Kingdom,WIRE,"Partition wall build - PWB-2025-6291, Inv: BUILD-2025076291",2023-10-30,Internal,False,Normal
3c38d7c6-a713-4d5a-a81b-61ca40642fef,World Consulting LLC,Royal Global B.V.,6323.67,EUR,United Kingdom,WIRE,"Travel itinerary service - TIS-2025-8156, Inv: ITIN-2025018156",2023-07-08,Internal,False,Normal
a47e5c1d-e18d-4a78-bf68-75118994bdca,Delta Investments Limited,Delta Investments Limited,7061.14,CHF,United Kingdom,WIRE,"Vehicle lease agreement - Lease ID: VHCL-2025-6813, Invoice: LSE-2025056813",2023-08-15,Internal,False,Normal
a955cfcd-55bf-4510-b468-eb34fdff4b91,Crown Maritime B.V.,Universal Trade Inc,9221.59,CHF,United Kingdom,WIRE,"SaaS platform license - Host ID: SAAS-2025-9316, Invoice: HSTSAAS-2025129316",2023-08-19,Internal,False,Normal
769a6e35-518e-41c0-95e9-2f845fd3bde6,Global Tech Corp,Summit Global B.V.,2050.37,EUR,Germany,WIRE,"Securitization fee - SECUR-2025-4830, Inv: SECURINV-2025014830",2023-03-07,Internal,False,Normal
4af0f937-7a44-47e0-bcf6-beecb9c56c2c,Delta Logistics B.V.,Delta Development Ltd,1092.16,CHF,United Kingdom,WIRE,"Travel agency commission - TRAV-2025-2881, Inv: COMM-2025022881",2023-08-29,Internal,False,Normal
ba31ad1a-db87-4847-bf07-7efd38fddb72,New Western Solutions,Asia International Corp,5537.58,EUR,Germany,WIRE,"Pipeline repair - PR-2025-8372, Inv: REPAIR-2025108372",2023-01-05,Internal,False,Normal
25f6b39d-47e4-4185-9434-e174857b9236,New Continental Partners,Elite Partners GmbH,6173.82,EUR,Germany,WIRE,"Satellite bandwidth fee - SBF-2025-7158, Inv: BW-2025097158",2023-04-21,Internal,False,Normal
11e05679-1ff7-4fd4-aadd-21b1ba9ef9be,New Atlantic Capital,Eastern Solutions Inc,7743.15,JPY,Germany,WIRE,"Cargo customs fee - CCF-2025-8044, Inv: CUSTOM-2025128044",2023-07-27,Internal,False,Normal
7402e9ed-2d99-4d31-a3e7-f7b7246086c3,New Western Solutions,European Group Limited,4681.32,CHF,Germany,WIRE,"Pipeline inspection - PIPE-2025-6372, docRef SAFE-2025086372",2023-04-11,Internal,False,Normal
a39f4aa9-df3e-449c-99f9-970b8af84c47,Southern Solutions AG,Omega Development LLC,6488.36,GBP,Germany,WIRE,"Telemedicine platform upgrade - TM-2025-3168, Bill E-HEALTH-2025083168",2023-06-03,Internal,False,Normal
7b354933-a420-4bab-b520-aac5a259fd70,Royal Logistics AG,Southern Solutions Limited,6193.99,GBP,United States,WIRE,"Lodging deposit processing - LDP-2025-6319, Inv: DEP-2025086319",2023-01-29,Internal,False,Normal
b11c722d-c73a-4c9e-8340-7972c939b9da,Crown Global Pte Ltd,Omega Finance Ltd,8081.84,JPY,United States,WIRE,"Seasonal reorder - SR-2025-6103, Inv REORDER-2025086103",2023-04-25,Internal,False,Normal
de11206b-a336-4a25-8671-0178eb1dcd01,Global Tech Corp,Elite Logistics AG,6028.05,CHF,Germany,WIRE,"Liquidity management fee - LMF-2025-7060, Inv: LIQ-2025077060",2023-03-28,Internal,False,Normal
a41eba0c-8cf0-49e2-833e-1ebb53747ff7,New Atlantic Capital,Universal Energy Ltd,2612.97,JPY,United States,WIRE,"Fleet tracking service - FTS-2025-9512, Inv: TRACK-2025099512",2023-07-02,Internal,False,Normal
05bbadf9-827d-43c1-ac65-bfd219cd5f94,Prime International Ltd,Premier International Partners,2091.54,JPY,Germany,WIRE,"Investment advisory services - Portfolio: INV-2025-1203, Invoice: ADV-2025011203",2023-09-29,Internal,False,Normal
28275efb-bf56-4472-8bb4-070998a2ce0b,Omega Finance B.V.,Global Resources Corp,7806.57,USD,United Kingdom,WIRE,"Exterior cladding fee - CLAD-2025-4238, Inv: FEE-2025034238",2023-07-03,Internal,False,Normal
de7a1269-571f-4b65-af3e-a76131858b83,Universal Trade Ltd,Northern Solutions Ltd,6186.04,EUR,United States,WIRE,"Retail consultant fees - RC-2025-1181, BillRef RET-2025031181",2023-06-27,Internal,False,Normal
2333f54c-d2c3-476f-9098-af3be35814b7,Elite Investments Inc,Elite Trade Corp,9568.31,JPY,United Kingdom,WIRE,"Medical consumables order - MCON-2025-5460, Inv: CONS-2025045460",2023-08-28,Internal,False,Normal
3506b079-91b6-49ea-a515-b1e185ef22a8,Elite Trading Ltd,Universal Energy S.A.,4780.77,GBP,United States,WIRE,"Clinical supplies order - CLSO-2025-6957, Inv: SUPP-2025046957",2023-09-11,Internal,False,Normal
5f9fe97b-6c95-4ebd-a459-a28e6e3c5cc7,First European Trading,Global Logistics Corp,6947.82,EUR,United States,WIRE,"Credit facility fee - CF-2025-2047, Inv: CREDIT-2025052047",2023-01-08,Internal,False,Normal
48c35864-ff58-4fb8-8cc3-8152ccf2003c,Summit Logistics B.V.,Southern Solutions GmbH,7693.58,CHF,United States,WIRE,"Global expansion - GE-2025-4739, Inv: GLOBAL-2025104739",2023-03-11,Internal,False,Normal
cd95c6a4-b2b1-4907-b8fb-b9d763ec14f6,Royal Capital AG,Premier Eastern Capital,3685.74,EUR,Germany,WIRE,"Retail consultant fees - RC-2025-7728, BillRef RET-2025087728",2023-06-29,Internal,False,Normal
091e3625-3dca-4607-a42b-b5fd4b8db4a8,International Holdings Ltd,New Northern Trading,9285.04,GBP,United States,WIRE,"Satellite alignment - SAL-2025-6053, Inv: ALIGN-2025096053",2023-02-13,Internal,False,Normal
8ed3da06-8fa3-46fd-8e7f-16de585ef840,Global Logistics S.A.,Global Resources Corp,7866.61,CHF,United Kingdom,WIRE,"Solar cleaning - SPC-2025-1901, Inv: CLEAN-2025021901",2023-05-11,Internal,False,Normal
4821d68e-f903-46ef-94e1-9eefebb33681,Universal Trade Ltd,First Continental Capital,2353.12,GBP,United States,WIRE,"Utility expense - UE-2025-4425, Inv UTIL-2025024425",2023-03-29,Internal,False,Normal
