Transaction_id,Sender,Receiver,Amount,Currency,Country,Transaction Type,Description,Date,Transaction Flow,Is_Suspicious,Suspicion Category
f86c7e93-bcd1-4109-ae7c-8c5afc8d031f,Premier European International,New Continental Global,1692.16,CHF,United States,WIRE,"Insulation installation - INSUL-2025-9118, Inv: INSTALL-2025089118",2023-09-05,Internal,False,Normal
bf9a4f42-9784-4b8b-a843-f87aac4e6051,Delta Capital S.A.,International Trading GmbH,2301.94,EUR,Germany,WIRE,"Hosting SLA fees - Host ID: SLA-2025-8734, Invoice: HOSTSLA-2025068734",2023-03-13,Internal,False,Normal
a05af35c-746c-4d92-aebf-e398aaae7a16,Alpha Trade Ltd,Continental Partners Pte Ltd,6913.74,EUR,United Kingdom,WIRE,"Truck tire change - TTC-2025-9555, Inv: TIRE-2025039555",2023-05-04,Internal,False,Normal
1bafb370-8480-4f55-ad4f-9c43b1cf8b92,Universal Consulting Inc,Alpha Investments Inc,2655.51,EUR,United Kingdom,WIRE,"Travel agency commission - TRAV-2025-8431, Inv: COMM-2025038431",2023-05-23,Internal,False,Normal
cd26bbc9-395d-4fe0-a446-f7d1ac57f69f,Prime Solutions Ltd,Pacific International Corp,6683.6,JPY,United Kingdom,WIRE,"Syndicated loan fee - SLOAN-2025-5498, Inv: SYND-2025025498",2023-11-27,Internal,False,Normal
6e8dee47-5d58-4efc-b727-1759c98628c1,Continental International Inc,Crown Energy B.V.,3722.41,GBP,United Kingdom,WIRE,"Promo fee - PF-2025-8240, Inv PROMO-2025048240",2023-02-04,Internal,False,Normal
5ec2890e-bb31-42d2-a299-8f69d6f429cb,World Services GmbH,Premier International Group,1365.26,GBP,Germany,WIRE,"SMS bundle fee - SMSB-2025-9436, Inv: BUND-2025019436",2023-07-04,Internal,False,Normal
86391d07-f64b-4f03-a34b-a49b949c8e5e,Summit International Inc,Royal International GmbH,9014.32,GBP,United States,WIRE,"Bond issuance => BOND-2025103335, BND-3335-2025",2023-06-05,Internal,False,Normal
fbab0b5f-d2c7-4cf4-b58d-ef51c304f9f4,First European Partners,World Resources B.V.,7476.45,JPY,United States,WIRE,"Raw material proc => MAT-2025064121, PO RAW-2025-4121",2023-05-14,Internal,False,Normal
257d5f6a-75a9-472b-94ab-47f49f9a8f9d,Alpha Services Limited,Omega Maritime Ltd,6472.1,USD,Germany,WIRE,"Medical instrument service - MIS-2025-6107, Inv: SERV-2025076107",2023-06-10,Internal,False,Normal
8a1fbaa3-1425-4e21-89c5-5c278a7da24c,Royal Development AG,Premier Asia Capital,6221.08,USD,United States,WIRE,"Biomedical waste collection - BWC-2025-8486, Inv: COL-2025038486",2023-06-22,Internal,False,Normal
70da6c50-c683-42ce-b060-b3c37035cbaa,Crown Logistics Corp,Global Resources Limited,9017.11,USD,United Kingdom,WIRE,"Solar module check - SMC-2025-4598, Inv: MOD-2025084598",2023-10-28,Internal,False,Normal
0429b69d-566f-4357-ba03-a6155aa391d9,New Asia Partners,Crown Consulting Inc,5659.96,USD,United Kingdom,WIRE,"Customer return - CR-2025-3265, Inv RETURN-2025073265",2023-04-30,Internal,False,Normal
585945e3-f1f6-4dfa-a0ce-9ea7118bd9e8,World Consulting Inc,First Asia Solutions,4084.0,USD,Germany,WIRE,"Vehicle lease fee - VL-2025-7234, Inv: FEE-2025077234",2023-05-11,Internal,False,Normal
2ee91209-fdae-46bf-b1a4-a81580693937,Universal Consulting AG,Alpha Maritime Inc,4910.03,JPY,United States,WIRE,"Outsourcing - OUT-2025-8141, Inv: SOURC-2025058141",2023-03-22,Internal,False,Normal
9e59049a-e327-4db1-9c55-e7564c49175b,Alpha Development AG,Delta Maritime Inc,1087.98,JPY,United Kingdom,WIRE,"Cargo shipment - Shipment ID: CRG-2025-8832, BillNo LOAD-2025068832",2023-03-05,Internal,False,Normal
06f1acd2-1036-4ccc-b820-1130311033fc,SILVER PALM FUND LTD.,Summit Energy Pte Ltd,6614.25,CHF,Germany,WIRE,"Exchange transaction fee - ETF-2025-8775, Inv: EXCH-2025018775",2023-02-20,Internal,False,Normal
2e6fd511-2d1d-4876-8334-5a7cb7616d3b,Asia Investments B.V.,Omega Energy AG,8952.91,EUR,Germany,WIRE,"Infra upgrade - Tech invoice TECH-2025012839, Project INF-2839-2025",2023-10-16,Internal,False,Normal
e9c6eb85-f469-4162-ba15-6f04729c934f,Alpha Trade Ltd,Beta Holdings Limited,3317.46,GBP,Germany,WIRE,"Fleet admin fee - FAF-2025-4014, Inv: ADMIN-2025124014",2023-03-16,Internal,False,Normal
6e749f66-21d9-45c2-a82d-0351134c648a,Royal Development AG,Summit Resources Pte Ltd,6069.05,EUR,United Kingdom,WIRE,"Medical device calibration - CAL-2025-8236, Inv: CALIB-2025108236",2023-04-06,Internal,False,Normal
4181e859-742c-47c4-a57f-b441f7b862f1,Universal Consulting B.V.,Royal International Corp,1573.25,EUR,United States,WIRE,"Distribution shipment - DistRef: DIST-2025-4150, Inv LOG-2025044150",2023-03-18,Internal,False,Normal
2f303c51-87dd-4003-b723-8b7df21425b2,Universal Consulting B.V.,Crown Trade Limited,4092.53,GBP,Germany,WIRE,"E-comm hosting - EH-2025-8911, Inv HOST-2025048911",2023-09-30,Internal,False,Normal
af5f63db-f9f6-4623-b999-6590b8724548,Beta Holdings Ltd,Universal Consulting Ltd,1557.1,JPY,United Kingdom,WIRE,"Gas leak inspect - GLI-2025-6102, Inv: INSPECT-2025066102",2023-07-08,Internal,False,Normal
f82d0fe7-41c6-49d9-821b-5d4c4b3e5381,Alpha Services Limited,New Eastern Holdings,9537.79,CHF,United Kingdom,WIRE,"Specialty drugs supply - SPDR-2025-6987, Inv: DRUG-2025126987",2023-04-07,Internal,False,Normal
3a53be7d-bd11-46f5-9b4a-738182d6efc3,Royal Development Limited,Pacific International LLC,4098.95,GBP,United Kingdom,WIRE,"Stock count adj. - SCA-2025-7023, Inv COUNT-2025067023",2023-04-11,Internal,False,Normal
c7978fbe-b819-4f41-9e23-82ea669af0e5,Royal Development AG,World Energy LLC,5991.21,GBP,Germany,WIRE,"Medical IT support - MITS-2025-2346, Inv: TECH-2025022346",2023-01-08,Internal,False,Normal
d22afc4c-474c-4dda-8e0e-02cc0b86550b,Summit Trade Pte Ltd,First Continental Investments,2915.29,JPY,United Kingdom,WIRE,"API re-integration service - API ID: REAPI-2025-6658, Invoice: INTNEW-2025106658",2023-09-26,Internal,False,Normal
2adebec2-0e0e-48e0-968a-0f4e0e5f5ccb,Premier Northern Holdings,Beta Capital Limited,3600.74,GBP,Germany,WIRE,"Taxi fare - TF-2025-3927, Inv: FARE-2025103927",2023-07-24,Internal,False,Normal
58f33028-8817-4bd4-899e-58f40d6c4370,Pacific Partners B.V.,Elite Ventures B.V.,6996.92,JPY,United Kingdom,WIRE,"Nightclub sound system hire - NSH-2025-7259, Inv: HIRE-2025027259",2023-05-11,Internal,False,Normal
fbe247aa-36ae-4d05-bba1-84e140382a28,Summit Trade Pte Ltd,Pacific Ventures AG,7558.49,USD,Germany,WIRE,"Software license patch - License No: PCH-2025-8004, Invoice: LICPATCH-2025118004",2023-02-02,Internal,False,Normal
56a713aa-088f-414d-9b9c-8551f3e1689e,New Southern Trading,Universal Resources Pte Ltd,9974.56,EUR,United States,WIRE,"Wind service fee - WSF-2025-6805, Inv: SERV-2025116805",2023-11-12,Internal,False,Normal
fa8cbade-df3a-4f89-8873-1e2e446a9e98,World Services GmbH,Beta Services Corp,4372.07,JPY,United Kingdom,WIRE,"Network security check - NSC-2025-8842, Inv: SEC-2025038842",2023-11-14,Internal,False,Normal
d1a0a4a9-d81e-4d57-bf13-72bd07d3d493,Summit Group AG,Elite Investments B.V.,7778.5,JPY,Germany,WIRE,"Concrete pump hire - CPH-2025-2481, Inv: PUMP-2025052481",2023-04-08,Internal,False,Normal
6bddd4d5-57f0-4d96-bc0d-062a17c1779a,Royal Resources Corp,Elite Energy GmbH,7505.64,JPY,Germany,WIRE,"Market research fee - MRF-2025-2666, Inv MKT-2025042666",2023-01-15,Internal,False,Normal
e2e1bb62-a2a1-43b2-ac49-85b4c3ff2a25,First European Global,Continental Global Ltd,6656.66,CHF,United Kingdom,WIRE,"Warehouse cross-docking - WCD-2025-8419, BillRef STORAGE-2025078419",2023-02-25,Internal,False,Normal
b79e14ef-d3ce-466d-8855-e57abd0fc1e8,Universal Finance Pte Ltd,First European International,5839.28,GBP,United Kingdom,WIRE,"Fuel purchase contract - FUEL-2025-3095, InvRef OIL-2025043095",2023-12-16,Internal,False,Normal
a0429d8d-8efd-423d-ac4c-3adff85b3bf3,Delta Capital S.A.,Premier Pacific Trading,2477.09,USD,United States,WIRE,"Database replication setup - DB ID: REPL-2025-5823, Invoice: DBREP-2025055823",2023-05-17,Internal,False,Normal
51e63788-16ef-4754-8703-4afc7332e2f3,Beta Holdings Ltd,Apex Services B.V.,7255.24,CHF,Germany,WIRE,"Renewable energy project - RENEW-2025-7506, BillRef GREEN-2025107506",2023-08-07,Internal,False,Normal
39c212f8-9fca-40cf-9ce1-59bfc2b11dd5,SILVER PALM FUND LTD.,Southern Investments Inc,8550.69,JPY,United Kingdom,WIRE,"Venture capital advisory - VCAP-2025-5361, Inv: VCAPADV-2025025361",2023-02-11,Internal,False,Normal
372d5c51-323e-420e-9268-2f371b281df1,Alpha Group AG,Universal Trade B.V.,6907.65,EUR,United Kingdom,WIRE,"Hospital bedding supply - HBED-2025-2822, Inv: BEDS-2025062822",2023-07-18,Internal,False,Normal
3992a482-aac8-4f16-a033-1c624ec9d2ef,Prime Solutions Ltd,First Eastern Trading,4212.87,GBP,Germany,WIRE,"Risk assess => RSK-2025-4156, invoice ASS-2025044156",2023-05-01,Internal,False,Normal
71389ed0-fafd-47da-84dd-1554e3bef929,International International Corp,Atlantic Ventures LLC,1350.3,USD,Germany,WIRE,"Plant automation - PAS-2025-3866, Inv: AUTO-2025033866",2023-10-08,Internal,False,Normal
bf137b36-5ae5-4a1a-a392-db8479b362ca,Royal Development Limited,Elite Tech Ltd,3076.52,JPY,United States,WIRE,"Supplier payment - SP-2025-9980, Inv PAY-2025019980",2023-08-24,Internal,False,Normal
43e690cb-3390-4aae-8f7b-2cee33be5655,Alpha Trade Ltd,Universal Consulting S.A.,4478.42,EUR,United States,WIRE,"Cargo depot service - CDS-2025-3022, Inv: DEPOT-2025103022",2023-10-09,Internal,False,Normal
ef2f4163-7ce0-447c-9679-ad4640439df1,"VALUESOURCE INTERNATIONAL TRADE CO.,LTD.",Pacific Group Corp,3025.71,JPY,United States,WIRE,"Site survey service - SURV-2025-9940, Inv: SERV-2025019940",2023-06-14,Internal,False,Normal
f7bedbfc-08ed-489f-8cb4-6e9bb37a76b8,Universal Consulting AG,New European Ventures,4369.0,USD,United States,WIRE,"Supply chain review - SCR-2025-6717, Inv: SUPC-2025086717",2023-11-17,Internal,False,Normal
543aee66-fea1-4864-a2c3-af2e0db61635,Prime International S.A.,Apex Trading Limited,1702.9,USD,United Kingdom,WIRE,"Business process optimization - Project: BPO-2025-7484, Invoice: OPT-2025037484",2023-11-02,Internal,False,Normal
f34de1ca-02ae-4a6b-808d-f8f9e6618c28,Universal Finance Pte Ltd,New Northern Trading,4759.35,JPY,United States,WIRE,"Monitoring fee - PMF-2025-6818, Inv: MONITOR-2025066818",2023-12-07,Internal,False,Normal
5aa048a5-66f3-4150-9d8c-63f30ac90c09,Global Consulting Limited,Delta Trading S.A.,7586.87,USD,United States,WIRE,"Foundation work - FOUND-2025-6996, Invoice BUILD-2025026996",2023-11-23,Internal,False,Normal
3b2dc6dc-510d-4c33-8aa8-c506b0dc68c6,Premier Atlantic Ventures,Prime Development LLC,1648.33,JPY,Germany,WIRE,"UI/UX prototyping service - UX ID: PROTO-2025-5308, Invoice: DESIGNUI-2025095308",2023-08-19,Internal,False,Normal
bab785fe-e1b6-4c66-a2ef-9170bea039eb,Alpha Trade Ltd,Global Logistics LLC,9024.16,GBP,Germany,WIRE,"Fleet tracking service - FTS-2025-7652, Inv: TRACK-2025117652",2023-04-09,Internal,False,Normal
ca30f8fd-255d-4b6e-a8c9-1ef5cca24d92,Continental International Inc,Global Logistics Limited,5642.2,EUR,United States,WIRE,"Return fee - RF-2025-5896, Inv RET-2025115896",2023-04-08,Internal,False,Normal
414dce5d-3075-4403-a4db-0f275c18d332,Omega Group Ltd,Alpha Holdings Ltd,3524.97,JPY,United States,WIRE,"VoIP upgrade - VUP-2025-3683, Inv: UPGR-2025093683",2023-02-03,Internal,False,Normal
943ba36d-5c89-41a3-8219-87f7da89d110,Universal Consulting AG,Delta Services AG,9720.58,GBP,Germany,WIRE,"Outsourcing - OUT-2025-3729, Inv: SOURC-2025103729",2023-12-06,Internal,False,Normal
c8687c00-89c4-44a1-8fd7-601e276ecd71,Alpha Group Limited,World Development Inc,7783.73,USD,United States,WIRE,"Health seminar service - HSS-2025-9471, Inv: SEM-2025029471",2023-09-09,Internal,False,Normal
3e99323d-8cb1-4b34-98d1-2a384283ebcc,Delta Capital S.A.,Premier Atlantic Holdings,7824.68,CHF,United States,WIRE,"Legacy app transformation MIGUP-2025126064, legacy ID: LEGUP-2025-6064",2023-05-01,Internal,False,Normal
ad7ba3d4-616e-48d9-8969-68b9ddf96895,Global Maritime Corp,Elite Resources GmbH,9269.87,GBP,Germany,WIRE,"Fuel purchase contract - FUEL-2025-6368, InvRef OIL-2025106368",2023-05-26,Internal,False,Normal
eda33528-0ba6-48e1-8708-9b2967fd6b5e,Premier Continental Trading,Premier Continental Global,8561.21,GBP,Germany,WIRE,"Equipment rental for site - EQP-2025-4384, docNo RENT-2025044384",2023-02-10,Internal,False,Normal
09162c45-2147-4328-973d-268dcee1ca1e,Premier Continental Trading,Elite Partners GmbH,3018.99,USD,United Kingdom,WIRE,"Partition wall build - PWB-2025-4990, Inv: BUILD-2025084990",2023-12-31,Internal,False,Normal
af8cdd08-2b74-4ce9-8ee5-cb3cf4e7adaa,Alpha Trade Ltd,Beta Energy Pte Ltd,2596.15,CHF,United Kingdom,WIRE,"Cargo customs fee - CCF-2025-7454, Inv: CUSTOM-2025057454",2023-03-28,Internal,False,Normal
0c33d755-d9a7-4114-b783-fab54e671285,Summit International Inc,Beta Trading Ltd,6967.02,EUR,United Kingdom,WIRE,"Capital structure advisory - CSA-2025-3017, Inv: CAPADV-2025063017",2023-07-06,Internal,False,Normal
aae50062-6f24-4e29-9db2-5728e9f3f2d6,Universal Tech S.A.,Omega Resources LLC,1720.7,GBP,United Kingdom,WIRE,"Spa service booking - SPA-2025-4461, Inv: SPA-2025034461",2023-10-24,Internal,False,Normal
d2ca69be-3142-4da1-94c3-b716802d0a3f,Summit Trade Pte Ltd,Apex Ventures AG,4420.21,GBP,United States,WIRE,"IT Infrastructure upgrade - Project: INF-2025-3120, Invoice: TECH-2025083120",2023-06-15,Internal,False,Normal
9f8e7023-dcbc-4eed-8604-8e75947457f8,Premier European International,Premier Asia Capital,4233.12,EUR,United States,WIRE,"Masonry work fee - MAS-2025-1590, Inv: WORK-2025101590",2023-09-07,Internal,False,Normal
6c1b7858-83fe-4804-899f-e299f695b92e,International Solutions LLC,Royal Logistics Corp,5254.82,CHF,Germany,WIRE,"Energy efficiency audit - EEA-2025-1983, Inv: EFFAUD-2025051983",2023-11-04,Internal,False,Normal
c0386285-604b-4f0b-91d0-a4d7a51d8d82,First Atlantic Solutions,Royal Consulting LLC,7926.02,USD,Germany,WIRE,"Patient monitoring system - PMS-2025-7351, Inv: MON-2025097351",2023-10-19,Internal,False,Normal
9ecde1f5-6cc0-4536-8f84-2d9cfe0a144f,Summit Group AG,Summit Development Ltd,4728.27,JPY,United States,WIRE,"Drainage system install - DRAIN-2025-2127, Inv: INST-2025022127",2023-05-01,Internal,False,Normal
b499eb99-90f6-45e4-bfc4-a6182f05ee91,Premier International Global,Summit Group Limited,6488.61,JPY,United States,WIRE,"Concrete supply order - CONC-2025-5111, Inv: SUP-2025065111",2023-10-13,Internal,False,Normal
e74cf40f-ae1e-4de6-b976-d5ea5ceebfc3,Apex Consulting B.V.,Elite Capital Limited,2228.72,CHF,United Kingdom,WIRE,"Vehicle fuel fee - VFF-2025-6565, Inv: FUEL-2025126565",2023-09-05,Internal,False,Normal
656ae9f0-96db-43db-92ad-7bf5d4b2cbfd,Alpha Trade Ltd,Premier Southern International,9938.66,JPY,United Kingdom,WIRE,"Cargo terminal fee - CTF2-2025-3849, Inv: TERM-2025113849",2023-02-03,Internal,False,Normal
c1c33876-283d-4e4a-96c3-822d803ef6ac,World Consulting Inc,Alpha Investments AG,1674.38,EUR,United States,WIRE,"Passenger service tax - PST-2025-3784, Inv: TAX-2025043784",2023-12-24,Internal,False,Normal
36e02128-95af-49ca-8552-8ed0a439fc90,Universal Tech S.A.,Alpha Resources Inc,1546.4,EUR,Germany,WIRE,"Event management fee - EVNT-2025-4033, docRef HOSP-2025044033",2023-04-21,Internal,False,Normal
455a4684-6990-4b23-8c15-eea70e1f5e25,Premier Northern Holdings,New Continental Global,2380.77,JPY,Germany,WIRE,"Vehicle lease fee - VL-2025-5834, Inv: FEE-2025115834",2023-03-23,Internal,False,Normal
a2169592-0bba-43cf-af39-06fead7ad23d,Premier Northern Holdings,Beta Capital B.V.,6570.99,CHF,United Kingdom,WIRE,"Cargo depot service - CDS-2025-4582, Inv: DEPOT-2025034582",2023-02-20,Internal,False,Normal
86ab97f2-ae3f-48a5-afc1-60ca769c8c20,Asia Investments B.V.,Premier International Group,5764.85,JPY,Germany,WIRE,"Legacy system migration - Migration ID: LEG-2025-4627, Invoice: MIG-2025064627",2023-12-14,Internal,False,Normal
1b508b03-ab3d-4680-a88e-9db61d373ae3,World Resources GmbH,Pacific Group Limited,6483.17,USD,Germany,WIRE,"Bulk chemical purchase => BCP-2025034846, CHEM-2025-4846",2023-02-07,Internal,False,Normal
2fd33259-cb5f-4970-9ae3-8ce788ab0c7b,New Southern Trading,First Pacific Group,8823.22,GBP,United Kingdom,WIRE,"Transmission fee - TF-2025-9517, Inv: TRANS-2025079517",2023-04-05,Internal,False,Normal
8d894aeb-3d8b-4d89-8936-91857f58f1ae,First European Partners,Summit Tech Corp,8565.05,JPY,United Kingdom,WIRE,"Packaging materials => PACK-2025084807, PKG-2025-4807",2023-05-06,Internal,False,Normal
5060cfde-3414-45af-a259-4054653219d6,Universal Tech S.A.,First Asia International,9038.19,EUR,Germany,WIRE,"Bar & beverage supply - BAR-2025-1155, BillRef DRINK-2025101155",2023-06-17,Internal,False,Normal
6095e1e2-b8da-4719-9790-93d740c39251,Premier Northern Holdings,Summit Holdings Inc,5883.06,GBP,Germany,WIRE,"Freight volume discount - FVD-2025-2488, Inv: DISC-2025092488",2023-11-07,Internal,False,Normal
41c31801-24c1-483e-b5fa-6bc76f88b25c,Universal Consulting B.V.,Crown Services S.A.,2141.85,JPY,United Kingdom,WIRE,"Loyalty fee - LF-2025-5068, Inv LOY-2025085068",2023-01-24,Internal,False,Normal
6f1fd592-af3f-426d-8877-f91b479cc0bc,Alpha Group AG,Prime Finance B.V.,6726.26,USD,Germany,WIRE,"Medical IT support - MITS-2025-1149, Inv: TECH-2025111149",2023-05-23,Internal,False,Normal
79de9e11-6424-472f-94cc-b8f463ff1842,Beta Holdings Ltd,Royal Finance LLC,4314.85,JPY,Germany,WIRE,"Margin audit - FMA-2025-7906, Inv: AUDIT-2025107906",2023-03-04,Internal,False,Normal
70fe958a-92be-4389-8a01-105195732f09,Alpha Trade Ltd,Pacific Global Ltd,5590.29,EUR,United States,WIRE,"Rail transport booking - RAIL-2025-6676, Invoice TRN-2025046676",2023-03-25,Internal,False,Normal
1678c833-aa01-44c6-91e8-04e1ce281e10,Prime International S.A.,First Atlantic Partners,5483.47,EUR,United Kingdom,WIRE,"Risk strategy - RS-2025-4860, Inv: MIT-2025094860",2023-06-03,Internal,False,Normal
dca1b741-d5c0-4d30-a4b5-bc1cb6041958,Southern International Inc,Prime Development Pte Ltd,5353.32,CHF,United States,WIRE,"Concrete pump hire - CPH-2025-8825, Inv: PUMP-2025018825",2023-10-12,Internal,False,Normal
0c7e1565-25c4-449e-a811-36fd8f81ab60,World Resources GmbH,Royal Partners LLC,4444.59,CHF,United States,WIRE,"Material handling - MHS-2025-2039, Inv: HANDLE-2025082039",2023-06-05,Internal,False,Normal
cdb3b2ce-5058-4bb4-baea-44551d773d2b,Southern International Inc,Southern Trading B.V.,8263.65,CHF,United Kingdom,WIRE,"Excavation service - EXC-2025-2976, BillRef DIG-2025032976",2023-11-27,Internal,False,Normal
7751d103-f049-40ad-a105-9cb09dc92e0a,SILVER PALM FUND LTD.,Premier Pacific Partners,9184.01,EUR,Germany,WIRE,"Bond rating fee - BRF-2025-4746, Inv: BONDRA-2025064746",2023-08-19,Internal,False,Normal
3dcc7863-a39e-4159-89ab-257160cece4f,New Asia Partners,World Maritime Limited,2115.0,JPY,United Kingdom,WIRE,"POS hardware update - PHU-2025-9134, Inv HARD-2025109134",2023-06-24,Internal,False,Normal
6e2bcca9-a14a-46cc-b7e1-20172e22f855,Premier Continental Trading,Northern International LLC,8018.43,JPY,United States,WIRE,"Utility installation - UTIL-2025-3962, Inv: INST-2025103962",2023-04-17,Internal,False,Normal
c5b5ebca-8689-4d91-ab8c-1427cc532b58,MERICI LIMITED,Western Partners Pte Ltd,8764.49,EUR,United States,WIRE,"Mergers & Acquisitions fee - MAF-2025-2390, Inv: MA-2025052390",2023-07-19,Internal,False,Normal
9acfbf38-4f86-4aa1-8c5c-fb8309902ca2,Universal Consulting AG,Universal Tech Corp,2565.18,USD,United States,WIRE,"Strategy adv? Matter STR-2025-8675, invoice ADV-2025128675",2023-07-21,Internal,False,Normal
d4492458-b344-4967-bdff-7188397e7646,First European Global,Southern Ventures Inc,4393.21,GBP,United States,WIRE,"Vehicle cleaning fee - VCF-2025-2751, Inv: CLEAN-2025092751",2023-01-05,Internal,False,Normal
41b20a06-54dd-475c-9b8e-ca4213064f3d,Premier Continental Trading,World Finance Corp,3744.18,GBP,United Kingdom,WIRE,"Roofing supply order - ROOF-2025-9934, Inv: SUP-2025099934",2023-08-14,Internal,False,Normal
83a90ed9-1cce-431e-9631-2d054b6a1810,First European Partners,Delta Global Inc,2287.02,GBP,United Kingdom,WIRE,"Factory automation upgrade - Project: AUTO-2025-3739, Invoice: ROB-2025023739",2023-08-30,Internal,False,Normal
ec196bd7-dfe1-4bf2-bf49-a8bb2da7d0d8,Continental International Inc,Elite Capital Pte Ltd,7744.33,EUR,United Kingdom,WIRE,"Loyalty fee - LF-2025-5885, Inv LOY-2025025885",2023-10-03,Internal,False,Normal
e730a9d2-6fbb-4573-a9c6-b7ab0c562d70,World Services GmbH,Summit Logistics Limited,3013.56,CHF,United States,WIRE,"Broadband tech support - BBT-2025-8202, Inv: TECH-2025058202",2023-08-27,Internal,False,Normal
519b24d7-ffb0-4f1d-adc7-6cda2c08676a,Premier International Global,Beta Finance GmbH,1411.49,GBP,Germany,WIRE,"Excavation service - EXC-2025-7087, BillRef DIG-2025127087",2023-03-20,Internal,False,Normal
3082e1c3-71bc-46a6-a60a-5e2027c51ecd,First European Global,Southern Capital Pte Ltd,3663.72,USD,Germany,WIRE,"Freight scheduling - FSCH-2025-7479, Inv: SCH-2025077479",2023-03-25,Internal,False,Normal
a020d95a-b653-48e6-b95e-64976ab09cf5,Royal Development Limited,New Eastern Partners,9554.39,EUR,United Kingdom,WIRE,"E-comm hosting - EH-2025-4385, Inv HOST-2025044385",2023-08-16,Internal,False,Normal
f3fcbbdb-2faf-4aa4-aefc-12a2826db1d3,Delta Capital S.A.,Western Holdings Limited,8633.81,JPY,Germany,WIRE,"Legacy migration partial doc MIG-2025127606, legacy ID: LEG-2025-7606",2023-08-13,Internal,False,Normal
