variant,algo,test_wave,score,roc_auc,pr_auc,brier,thr@R>=0.98,precision@R,recall@thr,FP_per_1000
adasyn,RF,synthetic_transactions_structured_100_3,raw,1.0,1.0,0.0037021742574257425,0.97,0.0,0.0,0.0
adasyn,RF,synthetic_transactions_structured_100_3,platt,1.0,1.0,0.0010916441570551524,0.9973710993199122,0.0,0.0,0.0
adasyn,GBM,synthetic_transactions_structured_100_4,raw,0.9995150591454649,0.983061101028433,0.0009474635964909496,0.998244592234139,1.0,0.6896551724137931,0.0
adasyn,GBM,synthetic_transactions_structured_100_4,platt,0.9995150591454649,0.983061101028433,0.0009886343917586756,0.9980600329102702,1.0,0.6896551724137931,0.0
adasyn,XGB,synthetic_transactions_structured_100_4,raw,1.0,1.0,0.0009006904437590903,0.9992951154708862,1.0,0.3103448275862069,0.0
adasyn,XGB,synthetic_transactions_structured_100_4,platt,1.0,1.0,0.0009876636803734843,0.9981358791212713,1.0,0.3103448275862069,0.0
adasyn,RF,synthetic_transactions_structured_100_4,raw,0.9998787647863663,0.9924832305254994,0.0042754070407040705,0.9766666666666667,0.0,0.0,0.0
adasyn,RF,synthetic_transactions_structured_100_4,platt,0.9998787647863662,0.9924832305254997,0.0029670387786734317,0.9981912994809411,0.0,0.0,0.0
adasyn,GBM,synthetic_transactions_structured_100_5,raw,0.9985762144053603,0.9520234198425688,0.0029573080748420745,0.9939166604968178,1.0,0.4666666666666667,0.0
adasyn,GBM,synthetic_transactions_structured_100_5,platt,0.9985762144053603,0.9520234198425688,0.003403726937123925,0.9981697779795279,1.0,0.4666666666666667,0.0
adasyn,XGB,synthetic_transactions_structured_100_5,raw,0.999396984924623,0.9694928775150186,0.002847189066970708,0.9991739392280579,1.0,0.43333333333333335,0.0
adasyn,XGB,synthetic_transactions_structured_100_5,platt,0.999396984924623,0.9694928775150186,0.0029664752643992205,0.9984282188041761,1.0,0.43333333333333335,0.0
adasyn,RF,synthetic_transactions_structured_100_5,raw,0.9998324958123953,0.9890994623655913,0.005642347854785478,0.97,0.0,0.0,0.0
adasyn,RF,synthetic_transactions_structured_100_5,platt,0.9998324958123953,0.9890994623655914,0.004207624150920761,0.9983130555249715,0.0,0.0,0.0
